date_time_index,Date,Time,BidOpen,BidHigh,BidLow,BidClose,AskOpen,AskHigh,AskLow,AskClose,date_time_index,filled_timebin,price,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum
2017-02-14 15:30:00,02/14/2017,15:30,99.14,99.15,99.14,99.15,99.15,99.15,99.15,99.15,2017-02-14 15:30:00,False,99.15,97.77020408163256,97.04074829931972,97.20665394852708,97.61141440002798,0.40476045150090556,0.7933352779938156,98.62741885530735,95.45407774333208,99.1285364910125,92.15
2017-02-15 09:30:00,02/15/2017,09:30,98.8,99.12,98.8,99.08,99.08,99.24,99.08,99.21,2017-02-15 09:30:00,False,99.08,97.80877551020399,97.05795918367346,97.22745068292413,97.64597351813362,0.41852283520948674,0.8092981111324825,98.67655540593843,95.43936296140849,99.09617883033751,92.08
2017-02-15 10:30:00,02/15/2017,10:30,99.19,99.21,99.19,99.21,99.21,99.22,99.21,99.22,2017-02-15 10:30:00,False,99.21,97.8461224489795,97.0755782312925,97.24945593053631,97.68277847025632,0.43332253972000956,0.8273849982033658,98.73034822769922,95.42080823488577,99.1720596101125,92.21
2017-02-15 11:30:00,02/15/2017,11:30,99.56,99.56,99.54,99.56,99.57,99.57,99.55,99.57,2017-02-15 11:30:00,False,99.56,97.89163265306114,97.09605442176868,97.275097374129,97.72695346223539,0.451856088106382,0.8514499422227881,98.79895430621426,95.39315453732311,99.43068653670417,92.56
2017-02-15 12:30:00,02/15/2017,11:30,99.56,99.56,99.54,99.56,99.57,99.57,99.55,99.57,2017-02-15 11:30:00,True,99.56,97.93918367346932,97.11619047619045,97.30044998492684,97.77008880666179,0.46963882173494653,0.8733100726788497,98.86281062154815,95.36957033083276,99.51689551223473,92.56
2017-02-15 13:30:00,02/15/2017,13:30,99.5,99.51,99.5,99.51,99.51,99.52,99.51,99.52,2017-02-15 13:30:00,False,99.51,97.98571428571424,97.13571428571427,97.32496241786957,97.81103237736711,0.4860699594975415,0.8932241909471088,98.92216266760849,95.34926590382005,99.51229850407826,92.51
2017-02-15 14:30:00,02/15/2017,14:30,99.66,99.66,99.64,99.64,99.67,99.67,99.65,99.65,2017-02-15 14:30:00,False,99.64,98.03775510204076,97.15789115646257,97.35064088057754,97.85407151205554,0.5034306314779968,0.9151376378433705,98.98816643214931,95.32761588077582,99.59743283469275,92.64
2017-02-15 15:30:00,02/15/2017,15:30,99.75,99.78,99.75,99.78,99.76,99.79,99.76,99.79,2017-02-15 15:30:00,False,99.78,98.09244897959178,97.18176870748297,97.37758300766522,97.89939220881563,0.5218092011504041,0.9386606867725474,99.05909008102807,95.30444733393787,99.71914427823093,92.78
2017-02-16 09:30:00,02/16/2017,09:30,99.44,99.74,99.44,99.74,99.88,99.88,99.84,99.84,2017-02-16 09:30:00,False,99.74,98.14306122448973,97.20448979591835,97.40377850759594,97.94270504369486,0.5389265360989128,0.9611976085876404,99.12688501309363,95.28209457874307,99.73304809274363,92.74
2017-02-16 10:30:00,02/16/2017,10:30,99.59,99.61,99.59,99.59,99.6,99.62,99.6,99.6,2017-02-16 10:30:00,False,99.59,98.19061224489789,97.22551020408162,97.42801641050325,97.98146878444976,0.5534523739465129,0.9788897453787317,99.18328969483908,95.26773071332416,99.63768269758121,92.59
2017-02-16 11:30:00,02/16/2017,11:30,99.49,99.49,99.47,99.48,99.5,99.5,99.48,99.49,2017-02-16 11:30:00,False,99.48,98.23938775510196,97.24564625850338,97.4507624757942,98.0167317707385,0.5659692949442956,0.9936378912828615,99.2329220410691,95.25837047593767,99.53256089919374,92.48
2017-02-16 12:30:00,02/16/2017,12:30,99.51,99.51,99.49,99.5,99.52,99.52,99.5,99.51,2017-02-16 12:30:00,False,99.5,98.29102040816318,97.26707482993194,97.4734745591415,98.05163551316882,0.5781609540273251,1.0075738135356442,99.28222245700323,95.25192720286066,99.51085363306458,92.5
2017-02-16 13:30:00,02/16/2017,13:30,99.47,99.48,99.46,99.46,99.48,99.49,99.47,99.47,2017-02-16 13:30:00,False,99.46,98.34244897959175,97.28809523809521,97.4954881976557,98.08477657323702,0.5892883755813187,1.0197565959103305,99.32760842991587,95.24858204627455,99.47695121102151,92.46
2017-02-16 14:30:00,02/16/2017,14:30,99.38,99.4,99.38,99.38,99.39,99.41,99.39,99.39,2017-02-16 14:30:00,False,99.38,98.3914285714285,97.30795918367343,97.5163681897072,98.11525517742992,0.5988869877227216,1.0283529272885659,99.36466503825056,95.2512533290963,99.4123170703405,92.38
2017-02-16 15:30:00,02/16/2017,15:30,99.53,99.53,99.5,99.52,99.53,99.53,99.51,99.53,2017-02-16 15:30:00,False,99.52,98.44285714285708,97.32877551020405,97.53856465842419,98.14831091851552,0.6097462600913275,1.0392283681816892,99.40723224656743,95.25031877384068,99.4841056901135,92.52
2017-02-17 09:30:00,02/17/2017,09:30,99.13,99.29,99.13,99.29,99.46,99.46,99.3,99.35,2017-02-17 09:30:00,False,99.29,98.4944897959183,97.34680272108842,97.55796437143592,98.1751765097442,0.6172121383082896,1.0484270286133932,99.44365677831522,95.24994866386163,99.3547018967045,92.29
2017-02-17 10:30:00,02/17/2017,10:30,99.37,99.38,99.37,99.38,99.38,99.39,99.38,99.39,2017-02-17 10:30:00,False,99.38,98.5479591836734,97.36693877551018,97.57814310964756,98.20352768711669,0.6253845774691342,1.0593747210450097,99.4856882176002,95.24818933342016,99.3715672989015,92.38
2017-02-17 11:30:00,02/17/2017,11:30,99.27,99.27,99.26,99.27,99.27,99.28,99.27,99.28,2017-02-17 11:30:00,False,99.27,98.59489795918361,97.38666666666664,97.59687740744909,98.2286232185265,0.6317458110774083,1.0682069097584967,99.52308048618363,95.25025284714965,99.3038557663005,92.27
2017-02-17 12:30:00,02/17/2017,12:30,99.41,99.41,99.41,99.41,99.42,99.42,99.42,99.42,2017-02-17 12:30:00,False,99.41,98.64653061224483,97.4077551020408,97.6169516108359,98.25642255317051,0.6394709423346114,1.0764856867188162,99.56072647547843,95.25478372860316,99.37461858876684,92.41
2017-02-17 13:30:00,02/17/2017,13:30,99.37,99.37,99.37,99.37,99.38,99.38,99.38,99.38,2017-02-17 13:30:00,False,99.37,98.69530612244891,97.42897959183672,97.63635792704245,98.28262643159859,0.6462685045561329,1.0846416944524169,99.59826298074155,95.25969620293189,99.37153952958896,92.37
2017-02-17 14:30:00,02/17/2017,14:30,99.48,99.49,99.48,99.49,99.49,99.5,99.49,99.5,2017-02-17 14:30:00,False,99.49,98.74693877551013,97.45244897959181,97.65687492486919,98.31103739832258,0.6541624734533968,1.093842456964476,99.64013389352075,95.26476406566286,99.45051317652964,92.49
2017-02-17 15:30:00,02/17/2017,15:30,99.63,99.65,99.63,99.64,99.64,99.66,99.64,99.65,2017-02-17 15:30:00,False,99.64,98.8002040816326,97.47625850340134,97.67882204055427,98.34230944631699,0.6634874057627229,1.1029114301775844,99.68208136375651,95.27043564304617,99.57683772550989,92.64
2017-02-20 09:30:00,02/17/2017,15:30,99.63,99.65,99.63,99.64,99.64,99.66,99.64,99.65,2017-02-17 15:30:00,True,99.64,98.84959183673465,97.49816326530609,97.70052327476039,98.37284557260035,0.672322297839969,1.1116194587951287,99.72140218289634,95.27492434771584,99.61894590850329,92.64
2017-02-20 10:30:00,02/17/2017,15:30,99.63,99.65,99.63,99.64,99.64,99.66,99.64,99.65,2017-02-17 15:30:00,True,99.64,98.89081632653057,97.51891156462582,97.72198144807027,98.40266309803874,0.6806816499684771,1.1175602832239566,99.75403213107374,95.2837909981779,99.63298196950109,92.64
